Product_ID,Product_Type,Material,Color,Sales_Data,Return_Rate,Production_Data,Season,Gender,Season_Demand_Spike,Date,Age,Customer_Feedback
P0090,Dress,Wool,Grey,197,0.05,252,Fall,Male,1.39,2024-10-08,15,The stitching quality could be better.
P0235,T-Shirt,Polyester,White,153,0.3,183,Winter,Male,1.18,2023-02-14,3,Color fades after a few washes.
P0159,Leggings,Wool,Grey,191,0.12,264,Fall,Male,1.24,2023-09-17,10,The product arrived damaged.
P0147,Hoodie,Cotton,Pink,250,0.06,325,Fall,Male,1.11,2023-10-07,6,Size runs smaller than expected.
P0205,Shorts,Wool,Yellow,340,0.11,440,Winter,Male,1.25,2023-12-14,15,The color is vibrant and attractive.
P0189,Dress,Spandex,Black,205,0.27,297,Spring,Unisex,1.04,2023-03-26,3,The color is vibrant and attractive.
P0093,Leggings,Polyester,Pink,133,0.18,323,Spring,Male,1.3,2023-04-16,11,Feels breathable and light.
P0157,Sweatpants,Spandex,Yellow,55,0.05,182,Summer,Unisex,1.35,2023-06-20,8,The color is vibrant and attractive.
P0022,Shorts,Polyester,Yellow,16,0.14,79,Fall,Unisex,1.4,2023-10-09,3,Great color but the stitching could be better.
P0039,Shorts,Wool,Pink,21,0.33,95,Summer,Unisex,1.26,2024-06-09,14,"It's okay, nothing special."
P0074,Dress,Spandex,Grey,322,0.34,424,Winter,Male,1.37,2023-02-05,7,My kid loves wearing this every day.
P0188,Hoodie,Wool,Red,85,0.24,222,Fall,Male,1.32,2024-09-11,10,Average quality for the price.
P0191,Sweatpants,Cotton,Green,37,0.32,68,Summer,Female,1.11,2024-06-26,12,Excellent stitching and finish.
P0143,Jacket,Cotton,Red,39,0.03,68,Summer,Female,1.29,2023-07-10,3,Perfect fit and great quality.
P0061,Hoodie,Polyester,Grey,286,0.21,440,Summer,Unisex,1.02,2023-08-08,7,The color is vibrant and attractive.
P0103,T-Shirt,Fleece,Blue,11,0.12,206,Spring,Male,1.06,2024-04-07,13,Size runs smaller than expected.
P0045,Dress,Polyester,Pink,219,0.28,354,Winter,Male,1.42,2024-12-27,4,Feels breathable and light.
P0154,Dress,Fleece,Green,149,0.03,327,Winter,Unisex,1.18,2024-01-06,14,The fabric is soft and comfortable.
P0072,Jacket,Wool,Red,268,0.18,418,Winter,Unisex,1.35,2024-01-05,10,Average quality for the price.
P0283,Jacket,Spandex,Blue,187,0.15,245,Spring,Female,1.16,2023-03-09,3,Excellent stitching and finish.
P0246,Leggings,Wool,Yellow,8,0.28,180,Summer,Male,1.37,2024-08-11,3,Feels breathable and light.
P0038,Sweatpants,Wool,Pink,20,0.16,147,Spring,Unisex,1.12,2023-05-12,9,"It's okay, nothing special."
P0067,Sweatpants,Spandex,Red,231,0.31,408,Spring,Unisex,1.0,2023-05-08,15,The fabric is soft and comfortable.
P0083,Hoodie,Fleece,Pink,145,0.15,260,Summer,Female,1.4,2024-06-15,9,Color fades after a few washes.
P0101,Shorts,Spandex,Black,306,0.14,387,Spring,Unisex,1.24,2023-05-09,11,Perfect fit and great quality.
P0048,Leggings,Fleece,Green,276,0.31,416,Summer,Unisex,1.38,2023-06-25,11,Decent but could be better.
P0173,Dress,Spandex,Red,344,0.26,540,Winter,Male,1.06,2023-01-30,10,Excellent stitching and finish.
P0296,Hoodie,Fleece,Yellow,162,0.3,327,Fall,Unisex,1.12,2024-09-24,11,Excellent stitching and finish.
P0280,Hoodie,Polyester,Grey,197,0.32,289,Fall,Unisex,1.05,2023-09-08,11,The color is vibrant and attractive.
P0038,Shorts,Cotton,Green,348,0.06,404,Spring,Female,1.39,2024-03-26,13,The fabric is soft and comfortable.
P0175,Leggings,Fleece,Pink,202,0.34,284,Fall,Unisex,1.47,2023-11-23,13,"Comfortable fabric, however the color fades quickly."
P0205,Jacket,Polyester,Blue,66,0.22,238,Fall,Male,1.37,2023-11-23,6,Feels breathable and light.
P0231,Jacket,Fleece,Blue,88,0.15,200,Winter,Female,1.32,2023-02-21,7,Nice design but size mismatch was an issue.
P0215,Jacket,Fleece,Pink,247,0.19,340,Summer,Unisex,1.02,2024-08-14,11,My kid loves wearing this every day.
P0082,Sweatpants,Spandex,Grey,222,0.03,244,Spring,Female,1.41,2024-05-25,7,Loved the design and comfort.
P0202,Leggings,Wool,White,265,0.23,461,Summer,Unisex,1.26,2023-08-09,6,Loved the design and comfort.
P0145,Sweatpants,Spandex,Grey,245,0.08,427,Fall,Unisex,1.38,2023-10-20,3,Loved the design and comfort.
P0221,Jacket,Polyester,Pink,220,0.32,252,Winter,Female,1.11,2024-02-17,11,Loved the design and comfort.
P0292,Leggings,Fleece,Pink,333,0.32,453,Summer,Female,1.05,2024-07-20,11,Perfect fit and great quality.
P0231,Dress,Spandex,Black,327,0.11,375,Fall,Unisex,1.44,2024-09-30,11,"It's okay, nothing special."
P0050,Sweatpants,Polyester,Pink,230,0.3,258,Summer,Female,1.16,2024-07-25,11,The product arrived damaged.
P0261,Sweatpants,Spandex,Red,265,0.26,408,Winter,Male,1.19,2023-02-16,10,Feels breathable and light.
P0243,Leggings,Wool,Green,255,0.26,364,Fall,Unisex,1.27,2024-09-12,7,Perfect fit and great quality.
P0164,Jacket,Wool,Black,320,0.06,367,Summer,Female,1.04,2024-08-30,3,Perfect fit and great quality.
P0273,Sweatpants,Spandex,Black,118,0.18,199,Spring,Male,1.3,2024-05-01,12,Excellent stitching and finish.
P0057,Sweatpants,Spandex,Black,327,0.13,444,Winter,Unisex,1.27,2024-12-05,15,The color is vibrant and attractive.
P0136,Shorts,Spandex,White,241,0.26,407,Winter,Unisex,1.43,2023-02-22,14,Perfect fit and great quality.
P0195,Jacket,Fleece,Red,63,0.31,251,Summer,Unisex,1.17,2024-08-09,15,Loved the design and comfort.
P0226,Hoodie,Wool,Green,488,0.33,607,Winter,Unisex,1.31,2024-02-27,8,Perfect fit and great quality.
P0242,Dress,Cotton,Green,249,0.07,313,Summer,Male,1.44,2024-06-15,5,Decent but could be better.
P0245,Leggings,Wool,Pink,35,0.29,192,Summer,Female,1.41,2023-06-27,7,"Comfortable fabric, however the color fades quickly."
P0280,Hoodie,Polyester,Grey,162,0.32,263,Summer,Male,1.41,2023-07-16,15,Feels breathable and light.
P0116,Hoodie,Polyester,White,16,0.02,48,Winter,Unisex,1.31,2024-12-07,3,The color is vibrant and attractive.
P0179,Leggings,Polyester,Black,237,0.23,354,Spring,Unisex,1.32,2023-05-05,10,Average quality for the price.
P0203,Dress,Polyester,Green,167,0.06,344,Fall,Male,1.01,2023-10-25,11,Excellent stitching and finish.
P0041,Hoodie,Wool,Black,228,0.3,403,Spring,Male,1.32,2024-05-05,7,Perfect fit and great quality.
P0139,Leggings,Polyester,Green,282,0.33,397,Spring,Unisex,1.39,2023-04-22,6,The product arrived damaged.
P0125,T-Shirt,Spandex,White,223,0.07,254,Fall,Male,1.03,2024-10-15,12,The color is vibrant and attractive.
P0170,Shorts,Wool,Blue,197,0.04,336,Fall,Male,1.02,2024-11-28,4,Perfect fit and great quality.
P0081,Sweatpants,Wool,Grey,274,0.34,322,Fall,Male,1.22,2024-10-28,13,Color fades after a few washes.
P0165,Hoodie,Cotton,Blue,231,0.22,257,Fall,Unisex,1.03,2024-10-29,3,Excellent stitching and finish.
P0020,Jacket,Wool,Green,193,0.14,372,Winter,Female,1.39,2023-02-07,12,The product arrived damaged.
P0149,T-Shirt,Cotton,Black,39,0.07,87,Summer,Unisex,1.47,2024-08-04,5,Feels breathable and light.
P0146,Sweatpants,Spandex,Grey,43,0.19,91,Spring,Unisex,1.35,2023-05-18,6,The fabric is soft and comfortable.
P0058,Hoodie,Fleece,Grey,292,0.05,395,Fall,Female,1.33,2024-10-25,13,The stitching quality could be better.
P0173,Dress,Polyester,White,199,0.33,310,Summer,Unisex,1.37,2023-06-29,7,Size runs smaller than expected.
P0219,Leggings,Polyester,Blue,88,0.15,238,Winter,Unisex,1.16,2024-02-15,12,The fabric is soft and comfortable.
P0245,Hoodie,Fleece,Red,19,0.27,201,Fall,Female,1.02,2023-09-25,11,My kid loves wearing this every day.
P0137,Hoodie,Polyester,Red,284,0.14,318,Fall,Unisex,1.24,2023-09-25,13,The fabric is soft and comfortable.
P0032,Shorts,Cotton,Grey,76,0.07,240,Fall,Male,1.05,2023-11-11,10,Perfect fit and great quality.
P0160,Shorts,Cotton,Black,83,0.17,152,Winter,Unisex,1.38,2024-01-12,5,The fabric is soft and comfortable.
P0245,Jacket,Wool,Pink,185,0.32,326,Spring,Unisex,1.31,2024-03-01,11,The color is vibrant and attractive.
P0276,Dress,Fleece,White,226,0.06,262,Fall,Unisex,1.3,2024-11-27,6,The stitching quality could be better.
P0270,Sweatpants,Spandex,Pink,232,0.2,427,Spring,Unisex,1.25,2023-03-21,8,My kid loves wearing this every day.
P0281,Leggings,Fleece,Green,121,0.21,212,Summer,Female,1.16,2023-06-18,15,Size runs smaller than expected.
P0060,Shorts,Fleece,Grey,213,0.02,250,Spring,Unisex,1.34,2023-04-04,4,Loved the design and comfort.
P0233,Jacket,Spandex,Yellow,99,0.26,129,Spring,Unisex,1.35,2024-04-12,3,The color is vibrant and attractive.
P0158,Shorts,Cotton,Yellow,106,0.32,136,Fall,Male,1.24,2023-09-18,10,Fabric feels rough and uncomfortable.
P0038,T-Shirt,Wool,Pink,62,0.1,202,Winter,Male,1.29,2024-12-18,8,Loved the design and comfort.
P0036,Sweatpants,Cotton,Black,90,0.09,270,Winter,Male,1.28,2024-02-23,4,Zipper broke after one use.
P0216,Hoodie,Wool,Grey,8,0.2,185,Winter,Female,1.02,2024-01-22,6,Excellent stitching and finish.
P0277,Jacket,Polyester,Blue,158,0.15,343,Summer,Unisex,1.28,2023-07-02,12,The fabric is soft and comfortable.
P0115,Dress,Cotton,Red,147,0.09,285,Fall,Female,1.34,2023-11-02,10,Decent but could be better.
P0218,Leggings,Wool,White,321,0.25,474,Fall,Female,1.3,2023-09-11,11,Feels breathable and light.
P0097,Shorts,Cotton,Red,227,0.2,360,Fall,Female,1.47,2024-11-07,10,"It's okay, nothing special."
P0124,Jacket,Cotton,Blue,236,0.23,339,Summer,Male,1.17,2024-08-31,13,Excellent stitching and finish.
P0025,Jacket,Cotton,Yellow,11,0.24,162,Spring,Male,1.3,2024-03-25,8,My kid loves wearing this every day.
P0029,Jacket,Spandex,Black,9,0.03,134,Summer,Unisex,1.22,2023-08-28,4,Decent but could be better.
P0165,Jacket,Polyester,Green,16,0.1,176,Fall,Unisex,1.24,2024-11-07,5,Feels breathable and light.
P0141,T-Shirt,Spandex,Green,126,0.13,245,Fall,Unisex,1.37,2024-10-03,15,The color is vibrant and attractive.
P0025,Hoodie,Wool,Pink,172,0.16,223,Winter,Female,1.25,2024-12-14,4,Feels breathable and light.
P0193,Jacket,Spandex,Grey,215,0.1,330,Fall,Male,1.27,2023-09-04,13,Excellent stitching and finish.
P0074,Dress,Wool,Red,135,0.05,189,Summer,Female,1.11,2024-07-29,8,Nice design but size mismatch was an issue.
P0272,Jacket,Wool,White,211,0.11,306,Fall,Male,1.09,2023-09-19,7,Loved the design and comfort.
P0231,Dress,Polyester,Blue,163,0.16,206,Summer,Unisex,1.21,2024-07-02,6,The stitching quality could be better.
P0138,Sweatpants,Spandex,Red,224,0.14,263,Spring,Male,1.25,2023-03-16,4,Fabric feels rough and uncomfortable.
P0287,Jacket,Wool,White,253,0.19,377,Winter,Female,1.22,2023-12-07,7,Great color but the stitching could be better.
P0109,Jacket,Cotton,Grey,232,0.31,413,Fall,Unisex,1.4,2023-09-06,9,"It's okay, nothing special."
P0204,Jacket,Spandex,Pink,247,0.22,391,Fall,Female,1.11,2023-10-17,15,Excellent stitching and finish.
P0184,Hoodie,Polyester,Pink,22,0.23,184,Summer,Female,1.12,2024-06-09,12,My kid loves wearing this every day.
P0241,Dress,Polyester,White,12,0.15,118,Winter,Female,1.32,2024-01-15,4,Perfect fit and great quality.
P0114,Shorts,Fleece,Red,297,0.3,357,Fall,Unisex,1.12,2023-09-25,14,Nice design but size mismatch was an issue.
P0214,Hoodie,Fleece,White,161,0.22,264,Winter,Male,1.3,2023-12-04,8,My kid loves wearing this every day.
P0126,Sweatpants,Spandex,Pink,149,0.15,196,Fall,Female,1.13,2023-09-21,7,Nice design but size mismatch was an issue.
P0252,Sweatpants,Fleece,Pink,265,0.13,452,Summer,Male,1.3,2023-06-23,6,Size runs smaller than expected.
P0095,Leggings,Cotton,Red,305,0.1,355,Spring,Unisex,1.12,2023-03-18,5,Loved the design and comfort.
P0212,Jacket,Fleece,Blue,170,0.08,282,Winter,Male,1.17,2024-12-25,11,Perfect fit and great quality.
P0234,Hoodie,Cotton,Grey,261,0.17,288,Fall,Female,1.31,2024-11-06,3,Perfect fit and great quality.
P0283,Sweatpants,Cotton,Red,412,0.08,459,Summer,Unisex,1.02,2024-06-26,7,Feels breathable and light.
P0009,Leggings,Wool,Green,179,0.24,363,Spring,Male,1.39,2023-04-20,10,The fabric is soft and comfortable.
P0099,Leggings,Spandex,Black,48,0.17,178,Winter,Female,1.43,2023-12-29,14,The stitching quality could be better.
P0192,Sweatpants,Wool,White,357,0.06,490,Winter,Male,1.49,2024-12-14,11,My kid loves wearing this every day.
P0042,Shorts,Cotton,Blue,297,0.33,345,Winter,Female,1.32,2024-02-20,5,The color is vibrant and attractive.
P0029,Shorts,Cotton,Green,202,0.08,280,Spring,Female,1.16,2023-03-26,3,Zipper broke after one use.
P0170,Leggings,Cotton,Red,237,0.03,276,Summer,Male,1.49,2023-08-24,10,Nice design but size mismatch was an issue.
P0291,Sweatpants,Polyester,Red,255,0.02,324,Spring,Unisex,1.49,2023-03-18,9,Nice design but size mismatch was an issue.
P0289,Shorts,Cotton,Green,227,0.1,417,Fall,Male,1.24,2023-11-19,14,Nice design but size mismatch was an issue.
P0074,Dress,Wool,Blue,298,0.07,445,Fall,Male,1.07,2023-11-03,6,Decent but could be better.
P0200,Shorts,Spandex,Pink,340,0.33,483,Winter,Unisex,1.34,2024-01-29,4,Excellent stitching and finish.
P0041,Leggings,Polyester,Red,345,0.05,372,Spring,Female,1.08,2023-04-11,8,Loved the design and comfort.
P0175,Leggings,Spandex,Yellow,9,0.34,203,Winter,Male,1.35,2023-12-01,9,Average quality for the price.
P0252,Jacket,Polyester,Yellow,123,0.33,300,Spring,Male,1.25,2024-03-18,3,Decent but could be better.
P0195,T-Shirt,Spandex,Black,30,0.31,162,Fall,Unisex,1.02,2023-09-10,10,Feels breathable and light.
P0079,Sweatpants,Fleece,Yellow,349,0.25,401,Fall,Female,1.3,2023-11-21,7,Loved the design and comfort.
P0158,Sweatpants,Polyester,Black,308,0.23,417,Spring,Male,1.17,2023-04-15,4,The color is vibrant and attractive.
P0230,Leggings,Spandex,Yellow,196,0.04,288,Spring,Male,1.43,2023-04-16,11,Perfect fit and great quality.
P0048,Leggings,Spandex,Pink,180,0.27,276,Winter,Male,1.14,2024-01-30,13,The color is vibrant and attractive.
P0044,Shorts,Spandex,White,426,0.23,547,Summer,Unisex,1.16,2024-08-08,8,The color is vibrant and attractive.
P0087,Jacket,Polyester,Black,23,0.29,124,Fall,Female,1.44,2023-10-02,9,The fabric is soft and comfortable.
P0223,Hoodie,Wool,Black,343,0.31,491,Spring,Male,1.06,2024-05-10,8,The fabric is soft and comfortable.
P0254,Leggings,Spandex,White,93,0.13,177,Spring,Male,1.18,2024-04-13,9,Loved the design and comfort.
P0203,Hoodie,Spandex,Yellow,147,0.25,226,Winter,Female,1.27,2023-12-04,3,My kid loves wearing this every day.
P0070,Hoodie,Polyester,White,309,0.2,363,Spring,Female,1.11,2024-05-05,12,The color is vibrant and attractive.
P0164,Hoodie,Wool,White,271,0.22,400,Fall,Female,1.32,2023-11-30,4,My kid loves wearing this every day.
P0202,Hoodie,Cotton,White,349,0.15,394,Summer,Unisex,1.48,2024-08-29,4,My kid loves wearing this every day.
P0282,T-Shirt,Wool,White,121,0.29,293,Spring,Female,1.19,2024-03-24,4,The stitching quality could be better.
P0210,Shorts,Wool,Green,308,0.21,371,Fall,Female,1.24,2024-10-10,13,Excellent stitching and finish.
P0079,Shorts,Wool,Yellow,347,0.29,474,Spring,Female,1.48,2023-03-17,15,"Comfortable fabric, however the color fades quickly."
P0299,Sweatpants,Spandex,Yellow,32,0.08,131,Summer,Male,1.32,2024-07-10,14,Color fades after a few washes.
P0275,Leggings,Cotton,Blue,285,0.24,355,Fall,Unisex,1.03,2023-09-12,7,"It's okay, nothing special."
P0023,Leggings,Wool,Pink,145,0.14,198,Spring,Male,1.08,2024-03-16,6,Feels breathable and light.
P0114,Leggings,Spandex,White,56,0.24,232,Spring,Female,1.4,2024-04-01,5,My kid loves wearing this every day.
P0257,Jacket,Polyester,Red,140,0.12,323,Spring,Male,1.36,2024-05-09,4,Loved the design and comfort.
P0060,Dress,Fleece,Pink,81,0.16,189,Fall,Female,1.26,2023-11-16,9,The fabric is soft and comfortable.
P0267,Sweatpants,Polyester,Grey,112,0.08,272,Spring,Female,1.09,2023-04-10,10,Size runs smaller than expected.
P0164,T-Shirt,Polyester,Red,245,0.21,306,Winter,Male,1.46,2024-12-28,6,Feels breathable and light.
P0056,Shorts,Fleece,White,267,0.29,458,Summer,Male,1.02,2024-06-12,12,Average quality for the price.
P0287,Sweatpants,Wool,White,71,0.33,209,Winter,Unisex,1.32,2024-02-19,7,Excellent stitching and finish.
P0222,Sweatpants,Cotton,White,218,0.22,263,Spring,Unisex,1.11,2024-04-05,12,Loved the design and comfort.
P0110,Jacket,Polyester,Blue,125,0.3,216,Summer,Male,1.38,2024-08-14,3,Fabric feels rough and uncomfortable.
P0096,Hoodie,Polyester,White,158,0.1,245,Spring,Male,1.14,2024-04-13,5,My kid loves wearing this every day.
P0251,Leggings,Polyester,Yellow,104,0.16,212,Fall,Female,1.05,2024-09-17,6,Average quality for the price.
P0181,Dress,Wool,Green,246,0.07,314,Fall,Unisex,1.37,2024-11-20,4,Fabric feels rough and uncomfortable.
P0044,Shorts,Fleece,Pink,165,0.09,334,Spring,Male,1.01,2023-05-01,5,The fabric is soft and comfortable.
P0192,Shorts,Fleece,Yellow,164,0.23,261,Spring,Unisex,1.32,2024-03-04,11,The color is vibrant and attractive.
P0217,Jacket,Wool,Green,258,0.07,341,Summer,Male,1.07,2024-07-22,7,The fabric is soft and comfortable.
P0096,Hoodie,Wool,Red,210,0.15,347,Winter,Male,1.22,2024-01-03,11,The fabric is soft and comfortable.
P0197,Leggings,Spandex,Grey,245,0.03,288,Winter,Unisex,1.06,2024-02-23,5,Excellent stitching and finish.
P0228,Sweatpants,Fleece,Blue,72,0.26,133,Summer,Male,1.45,2024-08-01,15,The product arrived damaged.
P0150,T-Shirt,Polyester,White,40,0.05,156,Summer,Female,1.3,2024-07-04,11,The color is vibrant and attractive.
P0290,Shorts,Wool,Blue,140,0.14,229,Summer,Male,1.18,2024-08-09,6,Perfect fit and great quality.
P0188,Leggings,Cotton,Grey,354,0.19,503,Summer,Male,1.33,2024-07-13,14,Great color but the stitching could be better.
P0127,Hoodie,Cotton,Grey,31,0.23,58,Fall,Female,1.44,2023-09-27,4,The stitching quality could be better.
P0225,Dress,Cotton,White,92,0.2,236,Summer,Unisex,1.23,2023-08-03,8,Average quality for the price.
P0220,Jacket,Spandex,Green,429,0.04,620,Summer,Male,1.33,2023-07-31,3,Fabric feels rough and uncomfortable.
P0180,Leggings,Polyester,Green,295,0.26,344,Fall,Unisex,1.17,2023-11-28,8,Perfect fit and great quality.
P0137,Dress,Spandex,Blue,304,0.05,400,Spring,Female,1.32,2023-05-19,11,"Comfortable fabric, however the color fades quickly."
P0065,Shorts,Fleece,White,315,0.2,492,Spring,Unisex,1.23,2023-05-30,14,The fabric is soft and comfortable.
P0202,Sweatpants,Fleece,Black,149,0.12,304,Fall,Female,1.4,2024-10-04,15,Loved the design and comfort.
P0048,Sweatpants,Spandex,Black,283,0.15,406,Winter,Female,1.01,2024-12-12,6,The color is vibrant and attractive.
P0168,Leggings,Cotton,Blue,252,0.2,392,Spring,Unisex,1.34,2024-04-14,6,Average quality for the price.
P0033,Dress,Spandex,Yellow,305,0.31,340,Summer,Female,1.25,2023-08-12,6,Size runs smaller than expected.
P0138,Hoodie,Polyester,Pink,230,0.04,285,Summer,Unisex,1.15,2024-07-14,4,My kid loves wearing this every day.
P0249,Dress,Polyester,Red,241,0.14,345,Winter,Male,1.17,2023-02-17,11,Average quality for the price.
P0009,T-Shirt,Fleece,Grey,335,0.29,505,Spring,Male,1.47,2024-04-12,4,"Comfortable fabric, however the color fades quickly."
P0104,Shorts,Fleece,Black,315,0.07,484,Summer,Female,1.25,2023-06-12,8,Feels breathable and light.
P0129,T-Shirt,Polyester,Green,320,0.3,351,Winter,Female,1.47,2023-02-23,12,Decent but could be better.
P0120,Sweatpants,Cotton,Blue,170,0.29,224,Winter,Male,1.34,2023-01-02,12,The fabric is soft and comfortable.
P0116,Leggings,Wool,Red,226,0.26,312,Winter,Unisex,1.4,2023-01-09,6,Loved the design and comfort.
P0217,Shorts,Fleece,Grey,18,0.05,186,Spring,Male,1.01,2023-03-14,13,Excellent stitching and finish.
P0053,T-Shirt,Polyester,Pink,134,0.09,173,Fall,Male,1.29,2023-11-03,12,My kid loves wearing this every day.
P0069,Shorts,Fleece,Blue,29,0.21,102,Summer,Unisex,1.16,2024-06-27,3,Excellent stitching and finish.
P0085,Sweatpants,Polyester,White,114,0.32,258,Fall,Unisex,1.16,2024-10-05,5,The color is vibrant and attractive.
P0227,Dress,Fleece,Blue,29,0.24,184,Spring,Male,1.24,2023-04-13,6,Fabric feels rough and uncomfortable.
P0197,Hoodie,Wool,Pink,29,0.1,221,Spring,Male,1.27,2023-05-24,14,Loved the design and comfort.
P0128,Leggings,Spandex,Black,145,0.33,184,Winter,Male,1.22,2024-12-08,14,Zipper broke after one use.
P0155,Jacket,Spandex,White,164,0.09,313,Winter,Female,1.33,2024-02-06,5,"It's okay, nothing special."
P0254,Sweatpants,Cotton,White,291,0.04,472,Spring,Unisex,1.23,2024-05-26,4,Decent but could be better.
P0007,Hoodie,Polyester,Green,271,0.27,449,Winter,Unisex,1.35,2024-02-01,11,Perfect fit and great quality.
P0089,Dress,Wool,Blue,121,0.08,289,Winter,Unisex,1.06,2023-01-18,5,Feels breathable and light.
P0111,T-Shirt,Cotton,Yellow,347,0.25,463,Summer,Female,1.25,2024-06-02,9,Decent but could be better.
P0213,Sweatpants,Wool,Blue,44,0.29,166,Fall,Unisex,1.11,2024-10-17,15,The fabric is soft and comfortable.
P0143,T-Shirt,Polyester,Blue,312,0.24,497,Summer,Male,1.21,2024-06-07,7,Great color but the stitching could be better.
